Age,BusinessTravel,Department,DistanceFromHome,EducationField,Gender,JobRole,JobLevel,MonthlyIncome,NumCompaniesWorked,OverTime,PercentSalaryHike,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,EnvironmentSatisfaction,JobSatisfaction,RelationshipSatisfaction,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Attrition
34,Travel_Rarely,Human Resources,25,Marketing,Male,Human Resources,3,7126,1,No,23,0,7,4,3,3,4,2,7,2,6,3,No
59,Travel_Rarely,Research & Development,3,Other,Female,Healthcare Representative,4,13272,7,No,13,2,11,0,1,2,3,4,10,5,1,2,Yes
37,Travel_Rarely,Sales,11,Marketing,Male,Manager,1,5072,8,Yes,11,2,4,1,2,4,1,2,4,4,2,0,Yes
45,Non-Travel,Research & Development,6,Life Sciences,Male,Manufacturing Director,5,18725,2,No,25,3,22,6,1,3,2,2,2,2,0,0,No
49,Travel_Rarely,Sales,22,Life Sciences,Female,Sales Executive,5,13837,2,Yes,20,2,29,5,3,1,4,3,0,1,0,0,Yes
25,Non-Travel,Sales,12,Technical Degree,Male,Manager,1,3762,5,No,25,3,3,2,4,2,3,2,2,0,1,1,Yes
39,Travel_Rarely,Sales,16,Human Resources,Female,Sales Representative,4,3180,4,No,23,0,20,6,4,4,1,1,20,6,15,2,Yes
58,Travel_Rarely,Research & Development,2,Marketing,Male,Healthcare Representative,5,3316,8,No,24,1,32,2,3,2,1,1,9,3,8,1,No
32,Travel_Rarely,Research & Development,2,Other,Male,Manufacturing Director,1,2910,3,No,21,2,14,3,2,1,2,4,14,5,3,14,No
23,Travel_Rarely,Sales,14,Technical Degree,Female,Sales Representative,2,11333,7,No,15,0,5,5,4,3,4,3,1,0,0,1,No
35,Travel_Frequently,Research & Development,11,Other,Female,Manufacturing Director,5,19994,4,Yes,15,2,3,6,4,2,1,1,0,1,0,0,Yes
56,Travel_Rarely,Human Resources,8,Life Sciences,Male,Human Resources,4,6050,5,Yes,18,1,28,4,4,1,1,4,13,10,1,8,Yes
33,Travel_Rarely,Sales,30,Other,Male,Sales Representative,4,10618,2,No,15,0,10,1,1,1,2,2,10,5,5,10,Yes
22,Travel_Rarely,Sales,2,Human Resources,Male,Manager,2,12805,5,Yes,16,0,4,0,3,2,2,2,4,0,1,3,Yes
24,Non-Travel,Research & Development,1,Human Resources,Female,Manufacturing Director,5,4822,6,No,18,1,6,3,2,1,3,1,6,2,4,5,No
30,Travel_Rarely,Research & Development,9,Life Sciences,Female,Manufacturing Director,2,15128,0,No,18,3,11,4,2,2,2,3,4,3,1,1,No
43,Travel_Rarely,Sales,15,Technical Degree,Male,Manager,5,15128,3,No,14,1,22,1,4,4,2,4,1,1,1,1,No
47,Non-Travel,Research & Development,10,Human Resources,Female,Research Scientist,2,17221,3,No,16,1,21,3,2,4,4,4,3,1,0,3,No
34,Travel_Rarely,Research & Development,14,Other,Male,Healthcare Representative,3,7337,8,No,22,0,3,6,2,3,1,4,3,0,1,0,No
24,Travel_Rarely,Research & Development,27,Marketing,Female,Healthcare Representative,3,12478,2,Yes,15,2,2,6,2,3,2,2,2,0,0,0,Yes
55,Travel_Frequently,Research & Development,30,Medical,Female,Healthcare Representative,4,7205,7,No,13,0,37,5,3,4,3,2,16,14,3,5,No
22,Travel_Rarely,Research & Development,6,Technical Degree,Male,Research Scientist,2,4657,5,No,15,0,4,4,3,3,4,1,4,0,2,4,Yes
47,Travel_Rarely,Sales,11,Medical,Female,Sales Representative,4,18443,6,No,16,0,29,5,2,3,4,3,29,21,0,2,No
23,Travel_Rarely,Research & Development,29,Other,Female,Healthcare Representative,3,8941,5,No,23,3,3,5,1,1,3,3,0,0,1,1,No
56,Travel_Frequently,Sales,29,Life Sciences,Male,Sales Executive,2,19072,5,No,12,1,36,6,4,1,2,1,1,0,1,0,Yes
21,Travel_Rarely,Research & Development,20,Medical,Male,Laboratory Technician,1,5867,1,No,11,3,3,1,2,1,1,4,3,0,2,3,Yes
54,Travel_Rarely,Research & Development,15,Medical,Male,Manufacturing Director,2,4407,8,No,20,1,7,5,2,4,1,4,1,0,1,0,Yes
35,Travel_Frequently,Sales,9,Human Resources,Male,Manager,3,16376,4,No,23,1,2,0,4,3,1,3,1,1,0,1,No
24,Non-Travel,Sales,11,Marketing,Male,Manager,3,5291,5,No,18,2,6,6,4,1,4,1,6,2,5,3,No
52,Travel_Rarely,Research & Development,14,Technical Degree,Female,Healthcare Representative,4,13963,2,No,13,3,26,0,2,2,2,2,2,1,0,1,No
30,Travel_Rarely,Human Resources,1,Marketing,Male,Human Resources,4,5507,6,Yes,13,2,8,2,2,2,2,2,3,1,1,3,Yes
52,Travel_Rarely,Research & Development,3,Human Resources,Female,Laboratory Technician,2,5873,8,No,18,1,26,3,4,2,1,1,3,2,2,1,No
40,Travel_Rarely,Research & Development,26,Human Resources,Female,Research Scientist,1,14634,7,No,16,3,8,1,2,1,3,3,8,3,5,5,No
51,Travel_Rarely,Sales,23,Medical,Female,Manager,4,9901,0,No,16,0,24,6,2,3,2,2,10,9,5,5,No
52,Travel_Rarely,Research & Development,26,Marketing,Male,Healthcare Representative,2,8730,3,No,21,0,20,2,1,3,4,4,4,4,3,1,No
41,Travel_Rarely,Sales,24,Human Resources,Female,Sales Executive,4,4384,6,No,22,0,9,2,2,2,2,1,4,1,2,2,No
47,Non-Travel,Research & Development,25,Technical Degree,Female,Laboratory Technician,5,16953,7,No,15,1,18,1,4,2,3,4,0,0,0,0,No
41,Travel_Rarely,Research & Development,21,Human Resources,Male,Manufacturing Director,3,16629,0,No,25,0,23,5,4,3,2,1,5,3,5,0,No
29,Travel_Frequently,Sales,3,Technical Degree,Female,Manager,1,13480,8,No,17,3,11,1,1,2,1,3,1,0,1,1,No
37,Travel_Rarely,Research & Development,2,Medical,Male,Manufacturing Director,3,3789,6,Yes,23,3,1,4,1,1,3,2,1,1,1,0,Yes
47,Travel_Rarely,Sales,1,Marketing,Male,Sales Representative,2,18504,2,Yes,19,0,29,5,2,1,3,2,5,2,4,4,Yes
45,Travel_Rarely,Research & Development,13,Life Sciences,Female,Healthcare Representative,2,10930,2,Yes,12,0,12,6,3,3,1,2,1,0,1,0,Yes
40,Travel_Frequently,Sales,19,Medical,Male,Sales Representative,1,9930,3,No,24,1,12,1,3,3,4,4,12,11,0,6,No
50,Travel_Frequently,Sales,3,Life Sciences,Male,Sales Executive,3,10543,0,No,15,3,29,5,4,2,2,4,29,3,9,1,No
33,Travel_Frequently,Research & Development,10,Marketing,Male,Manufacturing Director,4,3133,3,No,12,0,15,1,1,3,1,3,15,3,13,2,No
50,Travel_Rarely,Sales,3,Life Sciences,Female,Manager,4,18119,0,No,11,3,27,6,3,3,4,1,14,6,11,2,No
57,Non-Travel,Human Resources,1,Medical,Male,Manager,1,11158,0,No,24,3,35,5,3,3,4,4,15,7,6,1,No
26,Travel_Rarely,Research & Development,24,Other,Female,Healthcare Representative,2,14565,6,No,16,3,6,6,2,4,3,3,6,1,5,6,No
52,Travel_Rarely,Sales,30,Human Resources,Male,Sales Executive,3,13305,8,No,25,1,21,4,1,4,2,3,7,2,2,3,No
46,Non-Travel,Sales,30,Other,Male,Manager,3,10746,7,No,12,2,23,6,1,1,3,1,0,1,0,1,Yes
43,Travel_Frequently,Research & Development,23,Human Resources,Male,Healthcare Representative,2,8571,1,No,22,2,9,6,2,1,4,4,9,4,2,3,Yes
27,Travel_Rarely,Research & Development,6,Life Sciences,Female,Healthcare Representative,1,9185,6,Yes,16,3,9,5,1,1,3,3,9,5,1,6,No
40,Travel_Rarely,Research & Development,11,Technical Degree,Female,Research Scientist,4,18783,5,No,21,3,3,3,1,4,1,4,3,3,0,0,No
55,Travel_Rarely,Research & Development,20,Marketing,Female,Laboratory Technician,5,10309,6,Yes,12,0,8,4,4,1,1,4,0,1,1,0,No
50,Travel_Rarely,Research & Development,16,Medical,Male,Manufacturing Director,5,19332,5,No,17,0,9,6,3,1,1,1,2,0,2,1,Yes
21,Travel_Rarely,Research & Development,8,Technical Degree,Male,Healthcare Representative,1,8385,1,No,13,1,3,5,4,2,1,1,3,3,2,3,No
48,Travel_Rarely,Research & Development,9,Life Sciences,Male,Research Scientist,3,3498,5,No,18,3,16,1,1,3,2,4,0,0,1,0,No
57,Travel_Rarely,Research & Development,19,Medical,Male,Laboratory Technician,3,8478,2,Yes,22,3,1,2,3,3,1,4,1,0,0,0,No
38,Travel_Rarely,Research & Development,26,Technical Degree,Female,Laboratory Technician,1,18141,2,Yes,17,0,6,5,3,2,2,2,6,6,6,4,Yes
25,Travel_Rarely,Research & Development,8,Technical Degree,Male,Manufacturing Director,4,14252,0,No,14,2,6,3,2,1,2,2,4,1,3,3,No
53,Travel_Rarely,Research & Development,14,Human Resources,Male,Laboratory Technician,1,4859,5,No,15,3,17,3,2,2,3,3,15,9,15,10,No
51,Travel_Rarely,Sales,11,Life Sciences,Female,Manager,3,18445,4,No,24,2,32,1,4,2,3,3,5,2,0,1,No
43,Travel_Frequently,Research & Development,22,Medical,Female,Laboratory Technician,3,16288,8,Yes,19,2,25,6,4,3,4,3,25,18,8,16,No
39,Travel_Rarely,Research & Development,13,Human Resources,Female,Manufacturing Director,2,10448,4,Yes,20,0,8,0,2,3,4,4,7,6,5,0,No
37,Travel_Rarely,Research & Development,14,Life Sciences,Female,Healthcare Representative,4,4070,5,No,12,1,18,0,4,3,3,2,18,1,8,1,No
38,Travel_Rarely,Sales,29,Life Sciences,Female,Manager,3,3708,4,No,17,1,7,1,1,2,3,4,0,1,0,0,No
56,Travel_Frequently,Research & Development,6,Marketing,Female,Research Scientist,1,2971,3,No,24,3,14,1,4,2,4,2,6,4,4,1,Yes
35,Travel_Rarely,Sales,8,Other,Female,Sales Representative,2,9392,6,Yes,24,3,2,4,4,3,3,4,2,0,1,2,Yes
54,Travel_Frequently,Research & Development,23,Other,Female,Laboratory Technician,4,7135,3,Yes,14,2,22,3,4,4,3,2,2,0,1,2,Yes
35,Travel_Rarely,Research & Development,13,Life Sciences,Female,Healthcare Representative,4,3116,6,No,12,3,8,2,2,1,2,1,3,2,3,2,No
37,Travel_Rarely,Sales,25,Medical,Male,Manager,5,3972,0,Yes,15,0,16,2,1,2,4,4,4,1,2,2,Yes
48,Travel_Rarely,Research & Development,3,Life Sciences,Male,Manufacturing Director,5,19456,7,No,17,1,7,0,4,2,2,3,2,2,0,2,No
27,Travel_Rarely,Research & Development,5,Life Sciences,Female,Laboratory Technician,3,8262,8,No,24,0,8,4,4,1,1,3,2,1,2,0,No
51,Travel_Rarely,Research & Development,6,Medical,Male,Research Scientist,4,17307,2,Yes,11,2,29,4,3,3,4,4,1,1,0,1,No
50,Travel_Rarely,Sales,17,Life Sciences,Male,Sales Executive,5,7868,5,No,24,2,22,4,4,3,4,3,22,12,13,12,No
22,Travel_Frequently,Research & Development,15,Other,Male,Manufacturing Director,4,7222,3,Yes,13,0,2,3,2,1,3,4,2,1,2,1,No
50,Travel_Rarely,Research & Development,29,Marketing,Male,Manufacturing Director,4,7168,6,Yes,25,3,4,4,4,2,3,1,3,2,1,3,No
51,Travel_Rarely,Research & Development,24,Life Sciences,Male,Manufacturing Director,1,7182,7,No,17,2,29,2,2,3,3,1,0,1,0,1,No
54,Travel_Rarely,Research & Development,3,Technical Degree,Female,Healthcare Representative,3,18978,2,No,13,1,6,4,4,4,4,1,6,2,5,3,No
23,Travel_Rarely,Research & Development,14,Medical,Male,Research Scientist,2,7369,0,No,15,3,2,1,4,2,4,2,2,0,1,2,No
26,Travel_Rarely,Research & Development,21,Other,Female,Laboratory Technician,2,13233,0,No,17,3,7,2,3,3,3,4,7,7,4,6,No
58,Non-Travel,Research & Development,15,Other,Female,Healthcare Representative,4,10550,6,No,20,2,19,0,2,1,2,2,2,0,0,2,No
25,Travel_Rarely,Research & Development,14,Marketing,Male,Manufacturing Director,2,7447,7,No,25,3,7,4,4,1,2,4,7,6,6,6,No
39,Travel_Frequently,Sales,4,Life Sciences,Male,Manager,4,5115,7,No,25,0,20,1,2,3,1,3,1,0,1,1,Yes
29,Non-Travel,Research & Development,11,Life Sciences,Male,Research Scientist,2,12550,2,No,25,3,7,0,1,3,3,1,2,2,0,1,Yes
54,Travel_Rarely,Research & Development,21,Technical Degree,Male,Manufacturing Director,1,7557,6,No,24,2,10,5,1,2,4,4,0,1,1,1,No
40,Travel_Rarely,Human Resources,7,Medical,Male,Human Resources,1,13102,1,No,13,0,14,1,4,4,2,2,2,2,1,0,No
42,Travel_Frequently,Research & Development,30,Other,Male,Manufacturing Director,2,12313,6,No,14,2,8,0,4,4,1,4,8,4,1,6,No
52,Non-Travel,Research & Development,22,Human Resources,Male,Research Scientist,2,16239,4,No,17,0,31,2,4,3,2,2,4,0,2,1,No
59,Travel_Rarely,Research & Development,21,Human Resources,Female,Manufacturing Director,1,2702,1,Yes,18,1,13,1,2,2,3,4,4,4,0,2,Yes
54,Travel_Rarely,Research & Development,18,Marketing,Female,Research Scientist,4,11909,1,No,18,3,35,4,4,2,2,1,35,20,14,14,No
40,Travel_Rarely,Research & Development,17,Technical Degree,Male,Healthcare Representative,1,2540,6,No,11,0,15,4,3,2,4,4,15,0,8,9,Yes
24,Travel_Rarely,Sales,6,Other,Female,Sales Executive,3,13167,3,No,18,0,4,1,1,3,3,2,4,1,3,2,No
47,Travel_Rarely,Sales,18,Life Sciences,Male,Sales Executive,1,12541,3,No,12,2,5,0,3,2,4,1,1,1,1,0,No
55,Travel_Rarely,Research & Development,6,Marketing,Male,Research Scientist,1,13974,2,Yes,13,2,10,4,1,3,2,3,4,3,0,2,No
45,Travel_Rarely,Research & Development,25,Other,Male,Healthcare Representative,5,18240,7,No,17,2,20,2,2,4,2,2,11,0,3,0,No
21,Travel_Rarely,Research & Development,28,Life Sciences,Male,Laboratory Technician,4,12727,7,Yes,19,2,3,4,3,3,1,4,3,2,0,1,No
48,Travel_Rarely,Research & Development,27,Marketing,Female,Research Scientist,5,10863,5,No,12,3,9,5,3,1,3,2,2,1,2,0,No
39,Travel_Rarely,Research & Development,9,Life Sciences,Male,Laboratory Technician,5,5518,1,No,14,0,8,2,1,2,1,3,2,2,0,2,No
55,Travel_Rarely,Human Resources,30,Marketing,Female,Human Resources,2,12620,1,No,12,0,6,3,1,3,1,4,2,1,0,1,No
27,Travel_Rarely,Research & Development,21,Life Sciences,Male,Healthcare Representative,2,8466,2,No,13,1,6,0,1,2,3,3,2,2,0,2,No
33,Travel_Rarely,Sales,10,Human Resources,Female,Manager,3,19694,4,Yes,14,0,13,2,2,4,4,4,4,0,1,0,Yes
33,Travel_Frequently,Research & Development,8,Other,Male,Healthcare Representative,2,3717,3,No,15,0,9,5,1,2,2,2,9,1,2,0,No
42,Travel_Rarely,Research & Development,22,Other,Male,Laboratory Technician,2,14810,6,Yes,16,1,21,6,3,1,2,3,1,1,1,1,Yes
48,Travel_Rarely,Human Resources,17,Marketing,Male,Manager,3,17432,2,Yes,17,0,15,6,2,4,1,1,0,1,0,1,Yes
35,Non-Travel,Research & Development,16,Life Sciences,Male,Healthcare Representative,4,7657,3,No,19,1,4,2,4,3,3,4,4,4,2,2,No
38,Travel_Rarely,Sales,8,Medical,Male,Manager,4,5910,8,No,11,1,13,2,4,3,4,1,13,9,1,5,No
33,Travel_Rarely,Research & Development,22,Human Resources,Female,Research Scientist,4,15571,7,No,20,1,7,2,3,4,1,3,1,1,0,1,No
36,Travel_Rarely,Research & Development,8,Technical Degree,Female,Research Scientist,1,6889,8,No,18,1,7,5,1,4,2,1,5,1,0,2,No
37,Travel_Rarely,Research & Development,11,Life Sciences,Female,Laboratory Technician,1,5463,7,No,22,2,17,1,3,1,1,4,0,1,0,0,No
42,Travel_Rarely,Sales,30,Other,Male,Sales Executive,1,13834,0,No,21,2,6,1,3,2,2,1,0,0,1,0,Yes
33,Travel_Rarely,Sales,8,Other,Male,Sales Representative,3,17128,6,Yes,13,0,12,3,4,3,4,1,12,0,10,2,No
55,Travel_Rarely,Research & Development,3,Medical,Male,Manufacturing Director,5,9339,8,No,25,2,28,1,1,4,2,1,1,1,0,1,Yes
49,Travel_Rarely,Research & Development,13,Life Sciences,Male,Laboratory Technician,1,12084,3,Yes,22,0,30,3,1,2,2,2,2,0,1,2,No
35,Travel_Rarely,Research & Development,11,Marketing,Female,Laboratory Technician,2,5138,0,Yes,17,3,11,1,1,1,2,2,11,11,8,10,Yes
30,Travel_Rarely,Research & Development,28,Life Sciences,Male,Research Scientist,1,11454,1,Yes,16,1,12,5,3,1,1,4,6,0,1,5,Yes
27,Travel_Rarely,Research & Development,11,Human Resources,Female,Manufacturing Director,3,13978,2,No,12,1,9,5,1,3,4,1,4,2,1,3,No
25,Travel_Rarely,Research & Development,2,Life Sciences,Male,Research Scientist,3,17764,3,No,17,2,5,0,1,3,3,3,1,1,1,0,No
57,Travel_Rarely,Research & Development,12,Human Resources,Female,Research Scientist,5,4005,0,No,21,3,3,3,2,3,2,3,0,0,1,1,No
60,Non-Travel,Research & Development,9,Technical Degree,Female,Research Scientist,5,4389,8,No,22,0,16,5,2,1,3,2,5,5,0,1,No
51,Travel_Rarely,Research & Development,13,Life Sciences,Male,Healthcare Representative,5,4502,4,No,22,1,33,4,4,2,3,2,4,3,4,2,Yes
36,Travel_Rarely,Research & Development,10,Technical Degree,Male,Healthcare Representative,3,5810,6,No,13,2,14,6,3,2,3,4,14,13,3,13,No
46,Travel_Rarely,Research & Development,28,Life Sciences,Female,Healthcare Representative,3,8680,6,No,23,2,27,2,3,3,1,2,10,3,4,1,No
56,Travel_Rarely,Research & Development,22,Other,Male,Manufacturing Director,2,4416,3,No,25,1,13,6,3,3,3,2,8,3,7,8,No
41,Travel_Rarely,Research & Development,23,Other,Male,Research Scientist,5,5499,3,Yes,14,0,20,5,2,2,2,1,15,15,2,6,Yes
41,Travel_Rarely,Research & Development,16,Technical Degree,Male,Healthcare Representative,5,18944,6,Yes,23,0,23,1,1,4,2,1,23,0,2,0,No
42,Travel_Rarely,Research & Development,16,Other,Female,Research Scientist,4,13339,0,Yes,25,1,12,2,1,2,3,2,10,2,6,0,Yes
59,Travel_Rarely,Research & Development,13,Life Sciences,Male,Healthcare Representative,2,9980,2,Yes,24,1,13,4,1,3,2,3,0,0,0,0,No
42,Travel_Frequently,Research & Development,18,Marketing,Male,Manufacturing Director,2,19428,7,Yes,25,3,13,3,1,3,1,3,2,2,0,2,Yes
29,Travel_Rarely,Research & Development,13,Life Sciences,Female,Laboratory Technician,4,14239,1,No,16,1,3,1,2,1,2,1,3,2,1,2,Yes
48,Travel_Rarely,Research & Development,20,Marketing,Female,Research Scientist,1,7072,3,Yes,15,0,25,4,4,1,4,4,4,1,3,2,Yes
51,Travel_Frequently,Research & Development,21,Life Sciences,Male,Manufacturing Director,4,10059,0,No,20,0,32,2,4,2,1,1,13,12,3,4,No
32,Travel_Frequently,Research & Development,25,Other,Female,Healthcare Representative,1,16186,8,No,15,1,14,6,3,4,3,2,14,9,6,6,No
57,Travel_Rarely,Sales,6,Medical,Female,Sales Executive,4,8771,6,No,20,0,26,4,3,1,1,1,1,1,1,0,No
28,Travel_Frequently,Research & Development,18,Human Resources,Male,Manufacturing Director,5,12541,5,No,21,1,8,1,4,1,1,2,4,2,1,0,No
47,Travel_Rarely,Sales,13,Other,Male,Sales Representative,3,7224,1,Yes,23,3,18,3,4,2,3,3,15,13,0,2,No
34,Non-Travel,Sales,11,Life Sciences,Female,Sales Executive,3,19718,6,No,19,1,7,4,1,4,3,2,0,1,0,0,No
31,Non-Travel,Sales,2,Technical Degree,Male,Sales Executive,1,4451,3,Yes,24,2,13,6,4,1,1,4,4,0,3,0,Yes
24,Travel_Frequently,Research & Development,14,Human Resources,Male,Healthcare Representative,4,17248,2,Yes,11,2,6,5,1,3,3,3,6,2,0,0,No
49,Travel_Rarely,Sales,25,Human Resources,Male,Sales Representative,1,15612,8,No,23,0,31,5,1,2,4,4,4,3,1,0,No
57,Travel_Rarely,Human Resources,9,Medical,Female,Human Resources,1,19882,2,No,25,2,22,5,1,3,2,4,8,3,8,5,Yes
46,Travel_Rarely,Sales,22,Life Sciences,Female,Sales Executive,2,7782,6,No,14,2,4,3,4,1,4,1,0,1,0,1,Yes
34,Travel_Frequently,Research & Development,24,Marketing,Male,Laboratory Technician,4,4011,4,No,19,0,4,3,3,3,3,3,4,2,4,0,No
34,Travel_Rarely,Research & Development,24,Medical,Male,Research Scientist,1,17578,2,No,21,0,15,6,4,4,2,1,8,1,2,3,No
47,Travel_Rarely,Research & Development,28,Life Sciences,Male,Manufacturing Director,4,9990,0,No,16,1,18,6,4,4,4,2,1,0,1,1,No
58,Travel_Rarely,Sales,13,Technical Degree,Male,Sales Executive,3,4401,0,No,17,1,5,5,1,4,2,4,5,1,3,1,No
41,Travel_Rarely,Sales,30,Human Resources,Male,Manager,1,17056,8,Yes,21,1,7,4,3,4,2,1,7,5,5,6,Yes
59,Non-Travel,Human Resources,6,Marketing,Male,Human Resources,5,2929,6,No,22,2,32,2,2,3,2,4,21,9,9,19,Yes
60,Travel_Frequently,Research & Development,15,Life Sciences,Female,Research Scientist,3,19030,2,No,14,3,28,3,3,1,4,3,5,1,3,4,No
32,Travel_Rarely,Sales,16,Human Resources,Male,Manager,5,17519,6,No,19,3,11,6,4,3,2,1,0,0,0,1,No
33,Travel_Rarely,Research & Development,12,Life Sciences,Female,Healthcare Representative,4,10181,5,No,21,3,4,0,1,3,1,4,4,1,1,2,Yes
32,Travel_Rarely,Sales,13,Medical,Female,Manager,3,19556,2,No,21,1,10,1,3,3,3,3,10,6,2,3,No
33,Non-Travel,Sales,3,Medical,Female,Manager,4,10943,2,No,25,2,12,1,3,1,2,4,5,3,1,4,No
35,Travel_Rarely,Research & Development,18,Life Sciences,Female,Manufacturing Director,4,5880,8,No,16,0,10,6,1,3,4,2,2,2,2,1,No
35,Travel_Rarely,Sales,6,Other,Female,Manager,2,18267,4,No,23,0,2,6,1,1,3,1,0,0,1,1,Yes
41,Travel_Rarely,Research & Development,12,Technical Degree,Female,Research Scientist,2,8085,6,Yes,18,2,2,0,2,3,3,1,2,0,0,2,No
27,Non-Travel,Sales,13,Life Sciences,Female,Manager,1,17362,2,No,23,3,2,2,1,1,3,3,2,0,0,0,No
54,Travel_Rarely,Sales,14,Human Resources,Female,Sales Representative,5,16429,7,No,15,2,10,1,2,4,4,2,5,5,2,2,Yes
38,Travel_Rarely,Research & Development,6,Human Resources,Male,Research Scientist,4,11838,5,No,11,1,5,0,3,4,1,3,5,1,5,2,No
35,Travel_Rarely,Research & Development,26,Medical,Male,Manufacturing Director,3,6192,7,No,11,1,13,4,2,1,2,2,6,5,5,0,Yes
39,Non-Travel,Research & Development,28,Technical Degree,Female,Healthcare Representative,3,18770,6,No,13,0,13,2,4,4,2,4,13,5,2,4,No
25,Travel_Rarely,Research & Development,5,Other,Male,Manufacturing Director,5,4461,1,No,11,3,5,0,1,2,2,2,5,3,1,2,Yes
34,Travel_Rarely,Research & Development,23,Medical,Female,Healthcare Representative,4,19396,5,No,15,2,8,3,2,1,2,4,8,6,6,2,Yes
23,Travel_Frequently,Sales,13,Other,Female,Sales Executive,4,5750,2,No,12,3,5,1,4,4,2,2,2,1,2,2,No
57,Non-Travel,Sales,19,Medical,Female,Sales Executive,1,7485,6,No,23,2,37,0,3,1,3,2,7,3,2,2,No
31,Travel_Rarely,Research & Development,9,Other,Female,Healthcare Representative,2,12494,2,No,23,3,4,1,2,2,1,3,2,2,2,1,No
37,Travel_Rarely,Research & Development,1,Life Sciences,Male,Research Scientist,3,16778,3,No,21,3,16,3,1,4,1,2,6,1,3,3,Yes
41,Travel_Rarely,Sales,5,Other,Male,Manager,2,5629,2,No,11,0,8,6,2,2,4,2,1,1,0,1,No
34,Travel_Frequently,Research & Development,13,Life Sciences,Male,Research Scientist,3,19930,4,No,14,3,8,6,3,3,3,2,8,1,3,7,No
31,Non-Travel,Research & Development,25,Other,Female,Research Scientist,1,7887,4,No,14,3,13,5,1,1,2,2,13,0,10,9,No
21,Travel_Rarely,Sales,5,Other,Male,Sales Executive,2,6173,2,No,12,3,3,3,2,1,2,4,3,0,0,0,No
26,Travel_Rarely,Research & Development,20,Other,Female,Healthcare Representative,2,6363,3,No,25,1,0,2,2,1,2,2,0,1,0,1,No
55,Travel_Rarely,Research & Development,4,Human Resources,Female,Laboratory Technician,3,8171,0,Yes,20,2,8,1,1,3,3,2,0,1,1,0,Yes
58,Travel_Rarely,Research & Development,23,Medical,Female,Research Scientist,1,9432,3,No,18,0,9,2,4,3,2,1,1,1,0,1,No
55,Travel_Rarely,Research & Development,29,Medical,Female,Research Scientist,4,4855,1,No,16,1,30,1,2,2,4,1,3,2,2,0,No
60,Travel_Frequently,Research & Development,8,Human Resources,Male,Manufacturing Director,3,15911,4,No,24,1,40,5,4,1,1,4,0,0,0,1,Yes
24,Travel_Rarely,Research & Development,29,Marketing,Female,Manufacturing Director,3,16267,4,No,17,1,1,2,4,4,4,4,0,0,1,0,No
37,Travel_Frequently,Sales,2,Other,Female,Manager,2,6418,1,Yes,18,3,8,6,1,1,1,1,4,3,4,1,Yes
23,Non-Travel,Research & Development,28,Other,Male,Healthcare Representative,1,3398,3,No,19,0,5,3,4,3,1,1,5,1,1,0,No
35,Travel_Rarely,Research & Development,7,Other,Male,Research Scientist,1,12238,6,No,13,2,17,6,3,3,3,3,2,1,1,1,No
59,Travel_Frequently,Sales,20,Technical Degree,Female,Sales Representative,4,8965,6,Yes,24,1,5,2,1,1,1,3,2,2,0,0,Yes
51,Travel_Rarely,Sales,10,Life Sciences,Male,Sales Executive,1,5682,7,Yes,20,3,29,0,4,3,3,4,0,0,1,0,No
37,Travel_Rarely,Sales,22,Medical,Male,Sales Representative,5,10568,8,No,11,2,19,6,3,1,4,1,6,3,2,6,No
52,Travel_Frequently,Research & Development,13,Life Sciences,Female,Healthcare Representative,1,15984,2,No,14,3,18,0,4,2,4,4,7,7,1,4,No
32,Travel_Rarely,Research & Development,26,Marketing,Male,Healthcare Representative,2,17016,0,No,14,3,10,4,3,2,4,1,10,8,9,2,Yes
47,Travel_Frequently,Research & Development,12,Human Resources,Female,Laboratory Technician,1,10107,1,Yes,18,0,23,6,3,1,3,1,0,0,0,0,No
46,Non-Travel,Human Resources,17,Human Resources,Female,Manager,4,14067,0,No,19,1,15,6,2,2,1,1,15,8,14,1,Yes
41,Travel_Rarely,Research & Development,10,Other,Male,Laboratory Technician,5,5189,7,Yes,21,2,5,4,2,2,4,4,4,4,4,4,Yes
46,Travel_Rarely,Research & Development,8,Life Sciences,Female,Research Scientist,3,14020,6,No,11,3,28,4,1,4,2,3,6,1,0,3,No
56,Travel_Rarely,Research & Development,6,Human Resources,Female,Manufacturing Director,5,15446,6,No,17,1,16,4,3,4,4,1,5,0,3,2,No
40,Travel_Rarely,Research & Development,6,Medical,Female,Manufacturing Director,5,7064,8,No,13,0,16,4,3,2,2,1,1,1,1,1,No
53,Travel_Frequently,Research & Development,5,Technical Degree,Male,Healthcare Representative,1,18113,1,Yes,12,2,4,1,2,4,1,3,1,0,1,1,No
59,Travel_Frequently,Sales,16,Marketing,Male,Sales Executive,1,9390,4,Yes,16,0,25,2,4,2,1,1,7,2,3,5,No
38,Travel_Rarely,Sales,21,Marketing,Female,Sales Executive,5,12816,6,No,17,0,15,6,1,3,4,1,9,1,6,8,Yes
37,Travel_Rarely,Research & Development,4,Technical Degree,Male,Laboratory Technician,3,7166,2,No,25,3,12,2,1,1,4,4,6,4,3,5,Yes
36,Travel_Rarely,Research & Development,11,Marketing,Male,Research Scientist,1,5358,2,No,22,1,8,6,3,4,4,4,8,5,4,3,No
